1.0000,74.2243,6.6225
2.0000,69.8792,6.3969
3.0000,66.8913,6.2368
4.0000,65.1314,6.0844
5.0000,63.3166,6.0026
6.0000,61.4451,5.8767
7.0000,59.1163,5.7702
8.0000,56.7791,5.6384
9.0000,52.9614,5.3868
10.0000,52.3945,5.3520
11.0000,48.8486,5.2404
12.0000,43.9028,5.0067
13.0000,43.8580,4.8768
14.0000,40.8001,4.7528
15.0000,40.8446,4.7013
16.0000,39.0275,4.8713
17.0000,35.7703,4.6235
18.0000,34.6522,4.6112
19.0000,36.0407,4.4988
20.0000,34.4305,4.5068
21.0000,32.8432,4.3014
22.0000,31.2031,4.4480
23.0000,32.8228,4.5337
24.0000,32.8076,4.4772
25.0000,31.8015,4.3680
26.0000,30.3749,4.2969
27.0000,31.7826,4.4300
28.0000,27.9423,4.0583
29.0000,31.2425,4.5357
30.0000,29.5510,4.1611
31.0000,29.9525,4.2207
32.0000,30.2607,4.3552
33.0000,31.7003,4.4103
34.0000,30.6387,4.3267
35.0000,27.4607,4.0970
36.0000,31.9476,4.3417
37.0000,29.2705,4.2321
38.0000,26.0232,4.1044
39.0000,28.0697,4.0316
40.0000,27.3370,3.9596
41.0000,30.4399,4.4050
42.0000,28.4872,4.0930
43.0000,29.8013,4.3259
44.0000,25.5066,4.0221
45.0000,26.5236,3.9782
46.0000,26.1552,4.0603
47.0000,26.4446,4.0695
48.0000,25.8130,3.9036
49.0000,26.8935,3.9444
50.0000,28.3816,4.0896
51.0000,25.0576,3.8288
52.0000,25.6252,3.8832
53.0000,27.2364,4.0341
54.0000,28.4867,4.1122
55.0000,22.2596,3.7808
56.0000,26.5247,4.1116
57.0000,28.5735,4.0569
58.0000,24.2030,3.8572
59.0000,28.3860,4.0672
60.0000,25.1889,3.8513
61.0000,26.8723,3.8648
62.0000,24.6290,3.7217
63.0000,23.3667,3.8171
64.0000,23.2012,3.7468
65.0000,25.2796,3.9783
66.0000,24.4980,3.7657
67.0000,25.7706,3.8945
68.0000,24.1350,3.8492
69.0000,26.4243,3.9464
70.0000,25.8040,3.9455
71.0000,24.7620,3.7666
72.0000,24.6695,3.8391
73.0000,19.4440,3.4919
74.0000,22.1449,3.6028
75.0000,23.1832,3.7558
76.0000,24.6811,3.8005
77.0000,27.4460,3.9084
78.0000,27.2082,4.1893
79.0000,23.8517,3.8032
80.0000,22.0613,3.7716
81.0000,22.3422,3.7010
82.0000,26.8742,3.9978
83.0000,25.3288,3.9039
84.0000,26.3661,4.0397
85.0000,22.8876,3.8118
86.0000,20.0824,3.5558
87.0000,27.0321,4.0217
88.0000,22.9790,3.5615
89.0000,24.3225,3.9009
90.0000,23.1516,3.6287
91.0000,20.6487,3.4779
92.0000,19.8669,3.4067
93.0000,19.9032,3.3736
94.0000,23.0698,3.7451
95.0000,24.3866,3.8068
96.0000,22.0380,3.6110
97.0000,23.0903,3.6960
98.0000,24.7273,3.9032
99.0000,27.0351,4.0263
100.0000,21.2057,3.5847
101.0000,17.8226,3.2572
102.0000,19.7334,3.3373
103.0000,17.6275,3.0836
104.0000,22.6158,3.6465
105.0000,22.5058,3.5585
106.0000,22.1069,3.6703
107.0000,20.3229,3.5188
108.0000,19.1544,3.3150
109.0000,22.5112,3.6398
110.0000,20.8921,3.4889
111.0000,21.2321,3.5526
112.0000,21.0814,3.5130
113.0000,21.2363,3.5723
114.0000,22.1325,3.4642
115.0000,20.5078,3.3635
116.0000,16.9035,3.2227
117.0000,20.8242,3.4956
118.0000,24.3649,3.6253
119.0000,19.0872,3.3533
120.0000,16.7472,3.0308
121.0000,19.0187,3.2942
122.0000,19.8169,3.5389
123.0000,20.4368,3.4224
124.0000,15.9438,3.1927
125.0000,17.5586,3.2562
126.0000,17.5025,3.1960
127.0000,16.5107,3.1038
128.0000,19.3572,3.3357
129.0000,17.3036,3.1938
130.0000,19.6692,3.2313
131.0000,15.7811,3.0275
132.0000,16.4114,2.9947
133.0000,18.3421,3.1826
134.0000,21.4125,3.3782
135.0000,19.6330,3.2699
136.0000,17.1551,3.1498
137.0000,20.2397,3.3744
138.0000,21.0188,3.6712
139.0000,17.5127,3.1244
140.0000,15.1694,3.0002
141.0000,17.1723,3.2403
142.0000,16.4112,3.1685
143.0000,16.0152,3.0560
144.0000,15.7595,3.1932
145.0000,15.5622,2.8320
146.0000,16.7047,3.0856
147.0000,17.2147,3.2017
148.0000,16.7291,3.1204
149.0000,16.3440,2.9714
150.0000,16.1377,3.1343
151.0000,13.5404,2.7878
152.0000,16.4355,2.9683
153.0000,16.3580,3.0868
154.0000,14.6126,2.9169
155.0000,16.8606,3.1296
156.0000,15.1036,2.8667
157.0000,16.2023,3.0516
158.0000,16.3132,2.9673
159.0000,15.7536,2.9585
160.0000,17.8847,2.9982
161.0000,14.6821,2.8805
162.0000,15.8159,2.9349
163.0000,13.3648,2.8428
164.0000,15.8262,2.9893
165.0000,15.2053,2.8220
166.0000,11.0435,2.5236
167.0000,14.2707,2.8326
168.0000,14.1549,2.7386
169.0000,16.5463,2.9626
170.0000,15.6045,2.9175
171.0000,13.1034,2.8611
172.0000,13.5357,2.7051
173.0000,14.4164,2.7248
174.0000,10.3211,2.2551
175.0000,13.4914,2.6371
176.0000,13.7935,2.8354
177.0000,14.1438,2.9420
178.0000,13.5820,2.7816
179.0000,15.2428,2.8087
180.0000,15.3593,2.9271
181.0000,12.9514,2.5228
182.0000,14.3752,2.8200
183.0000,12.3394,2.5384
184.0000,9.9333,2.3623
185.0000,15.6365,2.9483
186.0000,13.3219,2.6664
187.0000,13.4554,2.5831
188.0000,12.9030,2.7365
189.0000,13.8307,2.7703
190.0000,11.7420,2.5778
191.0000,11.8823,2.6650
192.0000,12.3141,2.6830
193.0000,11.8173,2.5259
194.0000,14.3382,2.8880
195.0000,11.2114,2.4038
196.0000,11.5070,2.6328
