1.0000,249.7854,14.1160
2.0000,55.2271,5.5275
3.0000,107.6584,7.9894
4.0000,48.8379,5.3997
5.0000,46.6176,5.9690
6.0000,39.1520,5.4084
7.0000,40.0335,5.3159
8.0000,49.7925,5.5497
9.0000,47.1551,5.4374
10.0000,39.5508,5.2137
11.0000,36.6381,5.1651
12.0000,37.0765,5.1415
13.0000,41.1087,5.2407
14.0000,47.3230,5.3814
15.0000,52.8143,5.5315
16.0000,53.6712,5.5631
17.0000,49.7112,5.4799
18.0000,43.9290,5.3809
19.0000,41.8877,5.3598
20.0000,42.3645,5.3896
21.0000,45.5210,5.4828
22.0000,50.7636,5.6076
23.0000,52.5724,5.6381
24.0000,52.6835,5.6182
25.0000,51.1747,5.5851
26.0000,48.4490,5.5562
27.0000,45.2262,5.4869
28.0000,44.0203,5.4630
29.0000,43.7218,5.4489
30.0000,45.6156,5.4940
31.0000,47.4238,5.5081
32.0000,49.1195,5.5271
33.0000,48.5970,5.5107
34.0000,47.2072,5.4797
35.0000,46.0029,5.4387
36.0000,46.8750,5.4330
37.0000,48.0487,5.4415
38.0000,49.2492,5.4394
39.0000,46.5978,5.3596
40.0000,42.5633,5.2452
41.0000,40.0074,5.2028
42.0000,39.0609,5.1727
43.0000,40.1564,5.1198
44.0000,43.2983,5.1572
45.0000,44.1690,5.1622
46.0000,41.8804,5.0706
47.0000,36.6722,4.9411
48.0000,36.1329,4.9063
49.0000,41.6411,4.9598
50.0000,44.2408,5.0014
51.0000,39.7838,4.8315
52.0000,34.1000,4.6896
53.0000,29.8750,4.5337
54.0000,33.1808,4.5688
55.0000,38.1170,4.6253
56.0000,38.7198,4.6136
57.0000,31.3892,4.3762
58.0000,27.5481,4.2209
59.0000,27.5680,4.1832
60.0000,32.0990,4.3068
61.0000,36.3199,4.4288
62.0000,31.6165,4.2780
63.0000,32.3834,4.3230
64.0000,30.5315,4.2902
65.0000,33.8563,4.4275
66.0000,31.8127,4.4050
67.0000,40.1974,4.6566
68.0000,43.5159,4.7902
69.0000,32.7943,4.5523
70.0000,32.6577,4.5775
71.0000,38.6812,4.6644
72.0000,37.0608,4.6256
73.0000,33.9389,4.6254
74.0000,32.7587,4.6216
75.0000,34.8115,4.6259
76.0000,38.5142,4.6375
77.0000,32.3271,4.5832
78.0000,39.5955,4.6652
79.0000,35.6133,4.6165
80.0000,30.4095,4.5817
81.0000,35.1273,4.6154
82.0000,41.0667,4.6940
83.0000,30.7706,4.5316
84.0000,41.1667,4.6984
85.0000,37.8609,4.6046
86.0000,27.4736,4.3740
87.0000,46.0696,4.9054
88.0000,42.8298,4.7746
89.0000,26.6973,4.2949
90.0000,27.6037,4.3135
91.0000,38.2155,4.5963
92.0000,36.4601,4.5208
93.0000,27.1133,4.2620
94.0000,31.3751,4.3762
95.0000,38.4031,4.5682
96.0000,36.5948,4.4989
97.0000,29.6438,4.2549
98.0000,36.8852,4.5011
99.0000,44.1179,4.8731
100.0000,31.9425,4.3667
101.0000,33.9698,4.4556
102.0000,38.3509,4.5929
103.0000,33.8090,4.4823
104.0000,31.9368,4.4475
105.0000,41.0060,4.7646
106.0000,36.9186,4.6015
107.0000,31.1742,4.4910
108.0000,48.6895,5.1706
109.0000,47.2269,5.0875
110.0000,29.0455,4.3916
111.0000,38.5635,4.6728
112.0000,42.6274,4.8707
113.0000,31.6355,4.5037
114.0000,28.0293,4.4304
115.0000,38.6915,4.6791
116.0000,43.6950,4.9158
117.0000,34.7374,4.4960
118.0000,28.3578,4.3790
119.0000,44.9618,4.9695
120.0000,50.1097,5.2294
121.0000,35.4316,4.5640
122.0000,28.5475,4.3080
123.0000,43.7962,4.9226
124.0000,49.7478,5.2418
125.0000,35.6841,4.5610
126.0000,26.8801,4.2155
127.0000,27.4044,4.3029
128.0000,41.2906,4.7977
129.0000,47.6835,5.1447
130.0000,37.1462,4.5986
131.0000,26.7844,4.2849
132.0000,26.3894,4.2412
133.0000,34.9993,4.5089
134.0000,42.5208,4.8437
135.0000,40.3902,4.7282
136.0000,31.4750,4.3856
137.0000,30.0456,4.3498
138.0000,40.3958,4.7235
139.0000,43.6548,4.8958
140.0000,34.8068,4.4523
141.0000,27.5986,4.1816
142.0000,34.1896,4.3981
143.0000,42.0542,4.8673
144.0000,35.7630,4.4806
145.0000,27.0628,4.0974
146.0000,26.9414,4.0985
147.0000,35.3937,4.4713
148.0000,42.7615,4.9017
149.0000,37.3624,4.5768
150.0000,29.1453,4.1786
151.0000,29.8306,4.2006
152.0000,43.0232,4.9084
153.0000,46.5157,5.1325
154.0000,33.7777,4.4386
155.0000,28.8203,4.2077
156.0000,30.9581,4.3169
157.0000,34.8194,4.4748
158.0000,36.8455,4.5713
159.0000,31.8196,4.3560
160.0000,29.3911,4.2337
161.0000,32.6437,4.3677
162.0000,37.3581,4.6029
163.0000,34.5258,4.4543
164.0000,31.9785,4.2853
165.0000,37.8199,4.6463
166.0000,40.2640,4.7537
167.0000,34.6968,4.4551
168.0000,34.6551,4.4385
169.0000,37.6431,4.6139
170.0000,38.6661,4.6720
171.0000,33.8120,4.3908
172.0000,32.8858,4.3691
173.0000,38.5218,4.6662
174.0000,41.0125,4.8458
175.0000,36.5382,4.5408
176.0000,33.1496,4.3442
177.0000,35.2442,4.4571
178.0000,38.0460,4.6459
179.0000,35.5667,4.4513
180.0000,34.4468,4.3882
181.0000,38.3545,4.6294
182.0000,43.5582,5.0361
183.0000,37.3787,4.5610
184.0000,33.8908,4.3470
185.0000,35.3466,4.4106
186.0000,40.0981,4.7802
187.0000,37.1975,4.5543
188.0000,34.1649,4.3536
189.0000,39.6083,4.7313
190.0000,39.1815,4.6997
191.0000,36.1574,4.4660
192.0000,37.6672,4.5758
193.0000,39.4861,4.7031
194.0000,37.1215,4.4698
195.0000,39.1987,4.6399
196.0000,39.1952,4.6080
197.0000,38.9133,4.5769
198.0000,42.1885,4.8223
199.0000,41.1586,4.7369
200.0000,47.5338,5.2701
201.0000,40.7042,4.6720
202.0000,39.3529,4.5446
203.0000,48.9064,5.4198
204.0000,43.2829,4.9773
205.0000,37.9075,4.4402
206.0000,35.6951,4.4110
207.0000,39.1490,4.7102
208.0000,37.3391,4.5955
209.0000,36.2399,4.4875
210.0000,36.8872,4.5123
211.0000,49.0549,5.3788
212.0000,47.1163,5.2469
213.0000,37.6525,4.5558
214.0000,39.0444,4.6546
215.0000,47.3095,5.2593
216.0000,42.0178,4.8970
217.0000,37.8194,4.5233
218.0000,39.2616,4.6438
219.0000,48.5733,5.3363
220.0000,46.6459,5.1935
221.0000,38.4377,4.5370
222.0000,37.9448,4.5368
223.0000,47.1593,5.2735
224.0000,43.4343,4.9923
225.0000,35.5962,4.4065
226.0000,35.8531,4.4140
227.0000,43.7716,5.0088
228.0000,45.3485,5.1319
229.0000,37.3941,4.4751
230.0000,39.8345,4.6682
231.0000,42.5303,4.8836
232.0000,38.5434,4.4593
233.0000,43.0299,4.9096
234.0000,40.9162,4.7323
235.0000,39.5732,4.5328
236.0000,40.6250,4.6400
237.0000,46.0848,5.1779
238.0000,40.2412,4.6705
239.0000,38.1549,4.5196
240.0000,43.2038,4.9854
241.0000,48.0755,5.3711
242.0000,36.5560,4.5044
243.0000,34.5423,4.3150
244.0000,34.4892,4.3712
245.0000,46.2371,5.2584
246.0000,43.4666,5.0473
247.0000,35.1845,4.4083
248.0000,35.6866,4.4312
249.0000,42.1361,4.9204
250.0000,44.0174,5.0545
251.0000,36.9950,4.5123
252.0000,35.8232,4.4733
253.0000,41.9221,4.9060
254.0000,43.1142,4.9942
255.0000,36.9968,4.5904
256.0000,35.3958,4.4569
257.0000,38.9604,4.6920
258.0000,43.3203,5.0099
259.0000,38.0340,4.6053
260.0000,34.4087,4.3952
261.0000,38.1921,4.6292
262.0000,43.5802,5.0455
263.0000,38.3387,4.6340
264.0000,35.7574,4.4533
265.0000,37.0452,4.5017
266.0000,40.2927,4.7666
267.0000,40.2038,4.7203
268.0000,39.0325,4.5622
269.0000,40.6763,4.6405
270.0000,45.1458,5.0445
271.0000,43.7639,4.8748
272.0000,43.1205,4.7999
273.0000,43.0126,4.7625
274.0000,42.4680,4.6825
275.0000,44.2240,4.8876
276.0000,44.9726,4.9652
277.0000,44.7515,4.9370
278.0000,43.0451,4.6702
279.0000,43.1618,4.6659
280.0000,44.9681,4.9569
281.0000,43.5976,4.7504
282.0000,45.9312,5.0316
283.0000,44.0271,4.8139
284.0000,43.4508,4.7576
285.0000,46.8449,5.1131
286.0000,44.2683,4.8526
287.0000,44.4118,4.8949
288.0000,42.6165,4.6852
289.0000,44.0044,4.8340
290.0000,45.0713,4.8950
291.0000,45.0564,4.8512
292.0000,45.4466,4.7320
293.0000,46.9771,4.7850
294.0000,55.2627,5.7369
295.0000,49.6738,5.1988
296.0000,50.9429,4.7657
297.0000,56.0577,5.8402
298.0000,51.1194,5.5427
299.0000,38.5626,4.5128
300.0000,36.9066,4.4727
